"Артикул";"Бренд";"Коллекция";"Производство";"Цвет";"Материал";"Основа";"Ширина рулона (м)";"Длина рулона";"Рисунок";"Цена";"Рулон";"img";"Маркировки на рулоне:"
"075389";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"3990";"Рулон";"/upload/resize_cache/iblock/7eb/480_480_240cd750bba9870f18aada2478b24840a/7ebb2b99ed84d729123fb3ae99b15add.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075358";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые";"Текстильные";;"0,53, Узкие";"10,05";"Вертикальная полоска, Узор";"7154";"Рулон";"/upload/resize_cache/iblock/bf4/480_480_240cd750bba9870f18aada2478b24840a/bf467af1f67db6012f9edd0751c749c1.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075396";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Восточный орнамент, Орнамент, Узор";"5200";"Рулон";"/upload/resize_cache/iblock/a2b/480_480_240cd750bba9870f18aada2478b24840a/a2bbd73d7ebd0e41212ea84d879e641d.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075402";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Восточный орнамент, Орнамент, Узор";"8750";"Рулон";"/upload/resize_cache/iblock/d35/480_480_240cd750bba9870f18aada2478b24840a/d3598b97551a33b0a010103cc7352b45.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075419";"KT Exclusive";"Royal Palace";"США";"Серые, Терракотовые, Бронзовые";"Текстильные";;"0,53, Узкие";"10,05";"Вертикальная полоска";"6200";"Рулон";"/upload/resize_cache/iblock/1ba/480_480_240cd750bba9870f18aada2478b24840a/1ba8cfa53a4af0acc73f36cefd81130e.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075495";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Вертикальная полоска";"7310";"Рулон";"/upload/resize_cache/iblock/823/480_480_240cd750bba9870f18aada2478b24840a/82338986a1cd2805b0d3511eb25cb07b.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075426";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые";"Текстильные";;"0,53, Узкие";"10,05";"Восточный орнамент, Орнамент, Узор";"5767";"Рулон";"/upload/resize_cache/iblock/393/480_480_240cd750bba9870f18aada2478b24840a/3938faa04070e5249918f98e78c13c90.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075464";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые";"Текстильные";;"0,53, Узкие";"10,05";"Ромбы, Узор";"6950";"Рулон";"/upload/resize_cache/iblock/9c2/480_480_240cd750bba9870f18aada2478b24840a/9c20ac40af9b01425faf1cf3d23fd5a8.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075488";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые, Голубые";"Текстильные";;"0,53, Узкие";"10,05";"Вертикальная полоска";"7310";"Рулон";"/upload/resize_cache/iblock/eef/480_480_240cd750bba9870f18aada2478b24840a/eef1d0ca77b95d59f5105fe432084326.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075471";"KT Exclusive";"Royal Palace";"США";"Черные";"Текстильные";;"0,53, Узкие";"10,05";"Ромбы";"8750";"Рулон";"/upload/resize_cache/iblock/42d/480_480_240cd750bba9870f18aada2478b24840a/42d92c61cf9ab3048cccf35174074f75.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075518";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"4891";"Рулон";"/upload/resize_cache/iblock/d95/480_480_240cd750bba9870f18aada2478b24840a/d95a4f48c0b4481bf2ac090a3b6caec6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075556";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Вертикальная полоска";"6200";"Рулон";"/upload/resize_cache/iblock/a40/480_480_240cd750bba9870f18aada2478b24840a/a402bbf4b54307fb4c703c42d423d78f.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075549";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"5913";"Рулон";"/upload/resize_cache/iblock/150/480_480_240cd750bba9870f18aada2478b24840a/150a817d100de74632390debdd7d766e.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075532";"KT Exclusive";"Royal Palace";"США";"Серебристые, Серые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"7446";"Рулон";"/upload/resize_cache/iblock/502/480_480_240cd750bba9870f18aada2478b24840a/502de3041e44cc0ac6a0eb4bf32345a6.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075525";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"7081";"Рулон";"/upload/resize_cache/iblock/31f/480_480_240cd750bba9870f18aada2478b24840a/31f94ef642e0961d5c942674fdfd8224.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"090313";"Aura";"Victoria";"Германия";"Песочные, Ванильные, Бежевые";"Текстильные";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"3090";"Рулон";"/upload/iblock/cb7/cb746f0b991482283cee1832cfc76496.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"10 MXG";"ProSpero";"Fine Mixage";"Италия";"Песочные, Серебристые, Бежевые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"7224";"Пог.м.";"/upload/resize_cache/iblock/212/480_480_240cd750bba9870f18aada2478b24840a/21224bb62a16fc72492a995abdc5a28f.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"075563";"KT Exclusive";"Royal Palace";"США";"Серые, Серебристые";"Текстильные";;"0,53, Узкие";"10,05";"Однотонные";"7570";"Рулон";"/upload/resize_cache/iblock/1bc/480_480_240cd750bba9870f18aada2478b24840a/1bcdb894f133ed89d1c0a4bdd9befa00.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"10205DDDPSL";"Decor Delux";"Shimmering Light";"Германия";"Аквамариновые, Серые, Серебристые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Цветы";"2700";"Рулон";"/upload/resize_cache/iblock/f28/480_480_240cd750bba9870f18aada2478b24840a/f284dafeddfa5d67fd4d4e507c8f34f1.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"1 MXG";"ProSpero";"Fine Mixage";"Италия";"Зелёные, Фисташковые, Салатовые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"13290";"Пог.м.";"/upload/resize_cache/iblock/96b/480_480_240cd750bba9870f18aada2478b24840a/96b64db5aa6839d91910b056f21da4ac.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"14981102";"Casadeco";"Yellowstone";"Франция";;;;;;;;"Рулон";"/upload/resize_cache/iblock/ef0/480_480_240cd750bba9870f18aada2478b24840a/ef07443f49ebd80db60ba5399d2c4907.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"14Q";"Arlin";"EVANESCENCE";;;;;;;;;"Рулон";"/upload/resize_cache/iblock/e4f/480_480_240cd750bba9870f18aada2478b24840a/e4f120683dcd01a4a7b20a0ff919df25.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />"
"10303DD";"Decor Delux";"Shimmering Light";"Германия";"Кофейные, Терракотовые, Бронзовые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"2700";"Рулон";"/upload/resize_cache/iblock/1d7/480_480_240cd750bba9870f18aada2478b24840a/1d795db4b5672f175138eef86aef2b4c.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"10301DDDPSL";"Decor Delux";"Shimmering Light";"Германия";"Серебристые, Серые";"Флизелиновые";"Флизелин";"0,53, Узкие";"10,05";"Однотонные";"2700";"Рулон";"/upload/resize_cache/iblock/ccc/480_480_240cd750bba9870f18aada2478b24840a/ccc816a56a4c086a5109512ac0262b8d.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/akkuratnaya-vlajnaya-ochistka.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329663"" aria-describedby=""tooltip-329663"" title=""Аккуратная влажная очистка
"" data-title=""Аккуратная влажная очистка
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"12 MXG";"ProSpero";"Fine Mixage";"Италия";"Песочные, Бронзовые, Терракотовые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"7224";"Пог.м.";"/upload/resize_cache/iblock/00c/480_480_240cd750bba9870f18aada2478b24840a/00c81df922d2a18311d3520eabd59fec.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"11 MXG";"ProSpero";"Fine Mixage";"Италия";"Кремовые, Бежевые, Жемчужные";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"5964";"Пог.м.";"/upload/resize_cache/iblock/e77/480_480_240cd750bba9870f18aada2478b24840a/e77b750e157dbb02b7b271e77c67b78b.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"15 MXG";"ProSpero";"Fine Mixage";"Италия";"Бронзовые, Коричневые, Шоколадные";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"8652";"Пог.м.";"/upload/resize_cache/iblock/288/480_480_240cd750bba9870f18aada2478b24840a/28811a3152de2c3dc6e42675a8101294.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"17 MXG";"ProSpero";"Fine Mixage";"Италия";"Жемчужные, Ванильные, Бежевые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"18480";"Пог.м.";"/upload/resize_cache/iblock/7d0/480_480_240cd750bba9870f18aada2478b24840a/7d09ed2899aec71bfec066829bfb1f0e.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"16 MXG";"ProSpero";"Fine Mixage";"Италия";"Лавандовые, Голубые, Васильковые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"5964";"Пог.м.";"/upload/resize_cache/iblock/661/480_480_240cd750bba9870f18aada2478b24840a/661399211f2109be8aa809fc08fa44cf.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
"18224";"Sirpi";"Altagamma Vision";"Италия";"Васильковые, Лазурные, Синие";"Виниловые";"Флизелин";"0,53, Узкие";"10,05";"Листья, Под ткань, Растительность";"390";"Рулон";"/upload/resize_cache/iblock/7fb/480_480_240cd750bba9870f18aada2478b24840a/7fbd35c38ca5a262aaeb4fb9f121a40f.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329664"" aria-describedby=""tooltip-329664"" title=""Влагоустои?чивые
"" data-title=""Влагоустои?чивые
"" />
<img src=""/images/icons/nanesenie-kleya-na-stenu.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329674"" aria-describedby=""tooltip-329674"" title=""Нанесение клея на стену
"" data-title=""Нанесение клея на стену
"" />
<img src=""/images/icons/udalenie-polosami-v-suhom-vide.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329675"" aria-describedby=""tooltip-329675"" title=""Удаление полосами в сухом виду
"" data-title=""Удаление полосами в сухом виду
"" />"
"18 MXG";"ProSpero";"Fine Mixage";"Италия";"Белые";"Текстильные";;"1, Метровые, Широкие";"1";"Вертикальная полоска, Мелкая полоска, Полоска, Штрихи";"4514";"Пог.м.";"/upload/resize_cache/iblock/6c2/480_480_240cd750bba9870f18aada2478b24840a/6c28c667ed38cb3ac697b909b3d402f3.png";"<img src=""/images/icons/visokaya-svetoustoichivost.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329669"" aria-describedby=""tooltip-329669"" title=""Очень хорошая устои?чивость к свету
"" data-title=""Очень хорошая устои?чивость к свету
"" />
<img src=""/images/icons/otnositelno-vlagoustoichivie.svg"" data-tooltip="""" aria-haspopup=""true"" data-selector=""tooltip-329662"" aria-describedby=""tooltip-329662"" title=""Относительная влагоустои?чивость
"" data-title=""Относительная влагоустои?чивость
"" />"
